-3.410379794609411097e-01,1.234396737967427216e+00
4.172482389023810488e-03,1.172467624246235962e+00
-2.872253499064138516e-01,9.652655249649653157e-01
-5.448682089092296010e-01,1.072346975205472175e+00
-7.199439865668905147e-01,9.486320612816812048e-01
-5.031561699163289436e-01,7.945076061404002798e-01
-2.582864744154730885e-01,7.181022376548967801e-01
3.116151679647404058e-03,6.902276571713027442e-01
-2.434380631906454817e-01,4.739029394915705851e-01
-4.838509188850013687e-01,5.215981402139054923e-01
-7.148374362694616124e-01,6.189700206843664620e-01
-9.502116336581842848e-01,7.829208142525484471e-01
-1.598465673311408874e+00,6.456471471434512832e-01
-1.251706304711158513e+00,5.112167178308675286e-01
-9.427997352361809913e-01,3.943268970341167745e-01
-6.939647167741480605e-01,3.107304624145340588e-01
-4.623557998871785646e-01,2.617108384113961406e-01
-2.295140360119480583e-01,2.374283103679529772e-01
2.068792379048103088e-03,2.275671640821059216e-01
-2.242304760547623177e-01,7.589339414385344249e-03
-4.489746920388186235e-01,1.054638556545159193e-02
-6.771130169296952772e-01,1.589052667385454365e-02
-9.196769795374596379e-01,2.112921697926689255e-02
-1.222999223427699178e+00,2.510988663733409315e-02
-1.570796326794896558e+00,1.923670693721789773e-16
-1.981966851242980665e+00,2.061864158945204972e-01
-1.546280130934498453e+00,-6.152307508355685517e-01
-1.190885307717627573e+00,-4.660643903167273061e-01
-9.110882099380189780e-01,-3.474584795820935268e-01
-6.758972789762464073e-01,-2.766255098245876121e-01
-4.512657953724295012e-01,-2.381891927003421394e-01
-2.258414668714864848e-01,-2.202823106792327068e-01
3.415271342184315606e-01,1.236881977670957644e+00
3.475923131428161009e-03,9.289405304122922979e-01
2.900652004450893773e-01,9.643725949598115355e-01
5.491512087721988067e-01,1.070497182598840080e+00
7.230403979529330671e-01,9.467235436635287327e-01
5.066575359984860638e-01,7.930291867802392591e-01
2.606552053041821249e-01,7.178296153758567666e-01
2.200524821477949609e-03,4.547751355267164453e-01
2.463745776601602711e-01,4.736799367493533808e-01
4.867942620169654622e-01,5.210755470049458493e-01
7.173264530850457232e-01,6.173797139814657386e-01
9.529276409783560275e-01,7.805185469507641693e-01
1.599578390962996366e+00,6.417820594213888841e-01
1.253444829755154588e+00,5.084875247960053413e-01
9.448970137832070071e-01,3.925140545094318867e-01
6.960989612401952131e-01,3.094818501690855816e-01
4.637878767497047861e-01,2.608311434734052470e-01
2.315973064636073497e-01,2.373512733469661240e-01
2.014761397954058057e-03,4.029522795908115247e-03
2.255641554120937364e-01,7.587785422648908595e-03
4.509410946373532680e-01,1.053952452325387402e-02
6.783906901551313151e-01,1.499693307990122675e-02
9.208529666883337184e-01,1.999439347788125806e-02
1.224178464544767087e+00,2.357022305079984822e-02
1.570796326794896558e+00,0.000000000000000000e+00
1.981379099685940615e+00,2.030206694763800057e-01
1.546641556870434364e+00,-6.137466387617481756e-01
1.191448680621149503e+00,-4.666129844364587664e-01
9.121176823693365465e-01,-3.481192357322808739e-01
6.770959915150586150e-01,-2.772784135191395660e-01
4.525388850733808588e-01,-2.388188185002614317e-01
2.271617728269139935e-01,-2.209096421771952756e-01
-1.485054979347792958e+00,-1.218264523105289987e+00
-1.205004185269789030e+00,-9.481999572503806428e-01
-9.538535742662900274e-01,-7.117521026829569664e-01
-7.191113567391267392e-01,-5.638486974989213030e-01
-4.850817284823435438e-01,-4.833944746876471799e-01
-2.436475203058040273e-01,-4.473157505000137646e-01
2.027797896035433804e-03,-2.176503129666845504e-01
2.189279832023340120e-03,-4.393154874714068625e-01
2.450989810393165158e-01,-4.472114050718490330e-01
4.856843882540337054e-01,-4.839980083838683611e-01
7.203234233457013191e-01,-5.642193188351306565e-01
9.548401653474489770e-01,-7.118379617065330178e-01
1.205578710672949416e+00,-9.476243359632635643e-01
1.484417217759588681e+00,-1.218164633853322076e+00
5.593454087086097148e-01,-7.260443953812512063e-01
2.827052078888849240e-01,-6.748164895364157090e-01
2.523360846275011105e-03,-6.636438900518875084e-01
-2.818716768599375810e-01,-6.749163476549829843e-01
-5.576893566205263220e-01,-7.265034482607165556e-01
-8.489149028076988790e-01,-1.263977964350895711e+00
-6.735133257005208041e-01,-9.862159512200004974e-01
-3.404043748794265412e-01,-9.233467982303826815e-01
3.041870496454763921e-03,-9.095193012516253894e-01
3.414001782637964832e-01,-9.231630718478501807e-01
6.750471175992304174e-01,-9.860238708295634424e-01
8.493425305876847187e-01,-1.263780787482479351e+00
5.792339926685854401e-01,-1.504169610108199384e+00
4.293193709481799569e-01,-1.202904281410744902e+00
3.804770923488206332e-03,-1.195966356945802778e+00
-4.280882479689395725e-01,-1.203238612391908102e+00
-5.766699243455698509e-01,-1.505237328001925334e+00
5.106076233028254002e-03,-1.521610716264242491e+00
