-4.666806384921073914e-02,-6.079461425542831421e-02,5.886062234640121460e-02
-4.179104045033454895e-02,-6.222408637404441833e-02,3.615724155679345131e-03
-4.473407194018363953e-02,-6.550346314907073975e-02,3.136430308222770691e-02
-2.690771408379077911e-02,-7.298716902732849121e-02,5.171326175332069397e-02
2.522598078940063715e-04,-7.542568445205688477e-02,5.869244784116744995e-02
2.699179947376251221e-02,-7.298716902732849121e-02,5.171326175332069397e-02
4.490224644541740417e-02,-6.558755040168762207e-02,3.136430308222770691e-02
4.187512770295143127e-02,-6.230817362666130066e-02,3.615724155679345131e-03
2.648727968335151672e-02,-6.878284364938735962e-02,-3.027117578312754631e-03
2.673954144120216370e-02,-7.492116838693618774e-02,2.404876798391342163e-02
2.522598078940063715e-04,-7.929366827011108398e-02,3.119612857699394226e-02
-2.665545418858528137e-02,-7.492116838693618774e-02,2.404876798391342163e-02
-2.631910704076290131e-02,-6.869874894618988037e-02,-3.027117578312754631e-03
2.522598078940063715e-04,-7.517342269420623779e-02,3.699810476973652840e-03
